[16:48:57] [main/INFO]: ModLauncher running: args [--username, kaito06241234, --version, forge-43.2.14, --gameDir, C:\Users\niino\curseforge\minecraft\Instances\Chunk Block, --assetsDir, C:\Users\niino\curseforge\minecraft\Install\assets, --assetIndex, 1.19, --uuid, 6b3bab0743834251b460ff32b472be15, --accessToken, ????????, --clientId, MjdkODQ2N2ItMDRhZS00NzJkLWJlMTItZmQ0OWIzMWEyZjkw, --xuid, 2535473698352415, --userType, msa, --versionType, release, --width, 1024, --height, 768, --launchTarget, forgeclient, --fml.forgeVersion, 43.2.14, --fml.mcVersion, 1.19.2, --fml.forgeGroup, net.minecraftforge, --fml.mcpVersion, 20220805.130853]
[16:48:57] [main/INFO]: ModLauncher 10.0.8+10.0.8+main.0ef7e830 starting: java version 17.0.8 by Microsoft; OS Windows 10 arch amd64 version 10.0
[16:54:44] [Netty Client IO #3/ERROR]: Channels [structure_gel:main,blue_skies:main,sebastrnlib:sebastrnlib,hourglass:channel,sophisticatedbackpacks:channel,farmingforblockheads:network,corgilib:network,silentlib:network,enhancedcelestials:network,constructionwand:main,forge:tier_sorting,cosmeticarmorreworked:main,customportalapi:main,naturesaura:network,mekanism:mekanism,byg:network,hexerei:channel,lootr:main_network_channel,easymagic:play,crafttweaker:main,hexerei:network,moonlight:channel,merequester:network,cookingforblockheads:network,mekanismgenerators:mekanismgenerators,citadel:main_channel,luggage:channel,ad_astra:main,curios:main,botania:main,forgeendertech:main,rebornstorage:main_channel,chunkbychunk:configchannel,quark:main,tombstone:tombstone_channel,magic_mirror:channel,supplementaries:network,universalgrid:main_channel,fluxnetworks:network,sophisticatedcore:channel,patchouli:main,adchimneys:main,expandedstorage:channel,geckolib3:main,elevatorid:main_channel,twilightforest:channel,waystones:network,refinedstorage:main_channel] rejected vanilla connections
[16:54:44] [Netty Client IO #4/ERROR]: Channels [structure_gel:main,blue_skies:main,sebastrnlib:sebastrnlib,hourglass:channel,sophisticatedbackpacks:channel,farmingforblockheads:network,corgilib:network,silentlib:network,enhancedcelestials:network,constructionwand:main,forge:tier_sorting,cosmeticarmorreworked:main,customportalapi:main,naturesaura:network,mekanism:mekanism,byg:network,hexerei:channel,lootr:main_network_channel,easymagic:play,crafttweaker:main,hexerei:network,moonlight:channel,merequester:network,cookingforblockheads:network,mekanismgenerators:mekanismgenerators,citadel:main_channel,luggage:channel,ad_astra:main,curios:main,botania:main,forgeendertech:main,rebornstorage:main_channel,chunkbychunk:configchannel,quark:main,tombstone:tombstone_channel,magic_mirror:channel,supplementaries:network,universalgrid:main_channel,fluxnetworks:network,sophisticatedcore:channel,patchouli:main,adchimneys:main,expandedstorage:channel,geckolib3:main,elevatorid:main_channel,twilightforest:channel,waystones:network,refinedstorage:main_channel] rejected vanilla connections
[16:54:45] [Netty Client IO #5/ERROR]: Channels [structure_gel:main,blue_skies:main,sebastrnlib:sebastrnlib,hourglass:channel,sophisticatedbackpacks:channel,farmingforblockheads:network,corgilib:network,silentlib:network,enhancedcelestials:network,constructionwand:main,forge:tier_sorting,cosmeticarmorreworked:main,customportalapi:main,naturesaura:network,mekanism:mekanism,byg:network,hexerei:channel,lootr:main_network_channel,easymagic:play,crafttweaker:main,hexerei:network,moonlight:channel,merequester:network,cookingforblockheads:network,mekanismgenerators:mekanismgenerators,citadel:main_channel,luggage:channel,ad_astra:main,curios:main,botania:main,forgeendertech:main,rebornstorage:main_channel,chunkbychunk:configchannel,quark:main,tombstone:tombstone_channel,magic_mirror:channel,supplementaries:network,universalgrid:main_channel,fluxnetworks:network,sophisticatedcore:channel,patchouli:main,adchimneys:main,expandedstorage:channel,geckolib3:main,elevatorid:main_channel,twilightforest:channel,waystones:network,refinedstorage:main_channel] rejected vanilla connections
[16:54:45] [Netty Client IO #6/ERROR]: Channels [structure_gel:main,blue_skies:main,sebastrnlib:sebastrnlib,hourglass:channel,sophisticatedbackpacks:channel,farmingforblockheads:network,corgilib:network,silentlib:network,enhancedcelestials:network,constructionwand:main,forge:tier_sorting,cosmeticarmorreworked:main,customportalapi:main,naturesaura:network,mekanism:mekanism,byg:network,hexerei:channel,lootr:main_network_channel,easymagic:play,crafttweaker:main,hexerei:network,moonlight:channel,merequester:network,cookingforblockheads:network,mekanismgenerators:mekanismgenerators,citadel:main_channel,luggage:channel,ad_astra:main,curios:main,botania:main,forgeendertech:main,rebornstorage:main_channel,chunkbychunk:configchannel,quark:main,tombstone:tombstone_channel,magic_mirror:channel,supplementaries:network,universalgrid:main_channel,fluxnetworks:network,sophisticatedcore:channel,patchouli:main,adchimneys:main,expandedstorage:channel,geckolib3:main,elevatorid:main_channel,twilightforest:channel,waystones:network,refinedstorage:main_channel] rejected vanilla connections
[16:54:46] [Render thread/ERROR]: Can't ping 162.43.85.60: Internal Exception: java.net.SocketException: Connection reset
[16:54:50] [Netty Client IO #9/ERROR]: Channels [structure_gel:main,blue_skies:main,sebastrnlib:sebastrnlib,hourglass:channel,sophisticatedbackpacks:channel,farmingforblockheads:network,corgilib:network,silentlib:network,enhancedcelestials:network,constructionwand:main,forge:tier_sorting,cosmeticarmorreworked:main,customportalapi:main,naturesaura:network,mekanism:mekanism,byg:network,hexerei:channel,lootr:main_network_channel,easymagic:play,crafttweaker:main,hexerei:network,moonlight:channel,merequester:network,cookingforblockheads:network,mekanismgenerators:mekanismgenerators,citadel:main_channel,luggage:channel,ad_astra:main,curios:main,botania:main,forgeendertech:main,rebornstorage:main_channel,chunkbychunk:configchannel,quark:main,tombstone:tombstone_channel,magic_mirror:channel,supplementaries:network,universalgrid:main_channel,fluxnetworks:network,sophisticatedcore:channel,patchouli:main,adchimneys:main,expandedstorage:channel,geckolib3:main,elevatorid:main_channel,twilightforest:channel,waystones:network,refinedstorage:main_channel] rejected vanilla connections
[16:54:50] [Netty Client IO #10/ERROR]: Channels [structure_gel:main,blue_skies:main,sebastrnlib:sebastrnlib,hourglass:channel,sophisticatedbackpacks:channel,farmingforblockheads:network,corgilib:network,silentlib:network,enhancedcelestials:network,constructionwand:main,forge:tier_sorting,cosmeticarmorreworked:main,customportalapi:main,naturesaura:network,mekanism:mekanism,byg:network,hexerei:channel,lootr:main_network_channel,easymagic:play,crafttweaker:main,hexerei:network,moonlight:channel,merequester:network,cookingforblockheads:network,mekanismgenerators:mekanismgenerators,citadel:main_channel,luggage:channel,ad_astra:main,curios:main,botania:main,forgeendertech:main,rebornstorage:main_channel,chunkbychunk:configchannel,quark:main,tombstone:tombstone_channel,magic_mirror:channel,supplementaries:network,universalgrid:main_channel,fluxnetworks:network,sophisticatedcore:channel,patchouli:main,adchimneys:main,expandedstorage:channel,geckolib3:main,elevatorid:main_channel,twilightforest:channel,waystones:network,refinedstorage:main_channel] rejected vanilla connections
[16:54:51] [Netty Client IO #11/ERROR]: Channels [structure_gel:main,blue_skies:main,sebastrnlib:sebastrnlib,hourglass:channel,sophisticatedbackpacks:channel,farmingforblockheads:network,corgilib:network,silentlib:network,enhancedcelestials:network,constructionwand:main,forge:tier_sorting,cosmeticarmorreworked:main,customportalapi:main,naturesaura:network,mekanism:mekanism,byg:network,hexerei:channel,lootr:main_network_channel,easymagic:play,crafttweaker:main,hexerei:network,moonlight:channel,merequester:network,cookingforblockheads:network,mekanismgenerators:mekanismgenerators,citadel:main_channel,luggage:channel,ad_astra:main,curios:main,botania:main,forgeendertech:main,rebornstorage:main_channel,chunkbychunk:configchannel,quark:main,tombstone:tombstone_channel,magic_mirror:channel,supplementaries:network,universalgrid:main_channel,fluxnetworks:network,sophisticatedcore:channel,patchouli:main,adchimneys:main,expandedstorage:channel,geckolib3:main,elevatorid:main_channel,twilightforest:channel,waystones:network,refinedstorage:main_channel] rejected vanilla connections
[16:54:52] [Render thread/ERROR]: Can't ping 162.43.85.60: Internal Exception: java.net.SocketException: Connection reset
[16:54:52] [Render thread/ERROR]: Can't ping 162.43.85.60: Internal Exception: java.net.SocketException: Connection reset
[16:54:52] [Render thread/ERROR]: Can't ping 162.43.85.60: Internal Exception: java.net.SocketException: Connection reset
[16:54:52] [Netty Client IO #18/ERROR]: Channels [structure_gel:main,blue_skies:main,sebastrnlib:sebastrnlib,hourglass:channel,sophisticatedbackpacks:channel,farmingforblockheads:network,corgilib:network,silentlib:network,enhancedcelestials:network,constructionwand:main,forge:tier_sorting,cosmeticarmorreworked:main,customportalapi:main,naturesaura:network,mekanism:mekanism,byg:network,hexerei:channel,lootr:main_network_channel,easymagic:play,crafttweaker:main,hexerei:network,moonlight:channel,merequester:network,cookingforblockheads:network,mekanismgenerators:mekanismgenerators,citadel:main_channel,luggage:channel,ad_astra:main,curios:main,botania:main,forgeendertech:main,rebornstorage:main_channel,chunkbychunk:configchannel,quark:main,tombstone:tombstone_channel,magic_mirror:channel,supplementaries:network,universalgrid:main_channel,fluxnetworks:network,sophisticatedcore:channel,patchouli:main,adchimneys:main,expandedstorage:channel,geckolib3:main,elevatorid:main_channel,twilightforest:channel,waystones:network,refinedstorage:main_channel] rejected vanilla connections
[16:54:53] [Render thread/ERROR]: Can't ping 162.43.85.60: Internal Exception: java.net.SocketException: Connection reset
[16:54:53] [Netty Client IO #22/ERROR]: Channels [structure_gel:main,blue_skies:main,sebastrnlib:sebastrnlib,hourglass:channel,sophisticatedbackpacks:channel,farmingforblockheads:network,corgilib:network,silentlib:network,enhancedcelestials:network,constructionwand:main,forge:tier_sorting,cosmeticarmorreworked:main,customportalapi:main,naturesaura:network,mekanism:mekanism,byg:network,hexerei:channel,lootr:main_network_channel,easymagic:play,crafttweaker:main,hexerei:network,moonlight:channel,merequester:network,cookingforblockheads:network,mekanismgenerators:mekanismgenerators,citadel:main_channel,luggage:channel,ad_astra:main,curios:main,botania:main,forgeendertech:main,rebornstorage:main_channel,chunkbychunk:configchannel,quark:main,tombstone:tombstone_channel,magic_mirror:channel,supplementaries:network,universalgrid:main_channel,fluxnetworks:network,sophisticatedcore:channel,patchouli:main,adchimneys:main,expandedstorage:channel,geckolib3:main,elevatorid:main_channel,twilightforest:channel,waystones:network,refinedstorage:main_channel] rejected vanilla connections
[16:54:54] [Render thread/ERROR]: Can't ping 162.43.85.60: Internal Exception: java.net.SocketException: Connection reset
[16:54:54] [Render thread/ERROR]: Can't ping 162.43.85.60: Internal Exception: java.net.SocketException: Connection reset
[16:54:55] [Render thread/ERROR]: Can't ping 162.43.85.60: Internal Exception: java.net.SocketException: Connection reset
[16:54:56] [Netty Client IO #5/ERROR]: Channels [structure_gel:main,blue_skies:main,sebastrnlib:sebastrnlib,hourglass:channel,sophisticatedbackpacks:channel,farmingforblockheads:network,corgilib:network,silentlib:network,enhancedcelestials:network,constructionwand:main,forge:tier_sorting,cosmeticarmorreworked:main,customportalapi:main,naturesaura:network,mekanism:mekanism,byg:network,hexerei:channel,lootr:main_network_channel,easymagic:play,crafttweaker:main,hexerei:network,moonlight:channel,merequester:network,cookingforblockheads:network,mekanismgenerators:mekanismgenerators,citadel:main_channel,luggage:channel,ad_astra:main,curios:main,botania:main,forgeendertech:main,rebornstorage:main_channel,chunkbychunk:configchannel,quark:main,tombstone:tombstone_channel,magic_mirror:channel,supplementaries:network,universalgrid:main_channel,fluxnetworks:network,sophisticatedcore:channel,patchouli:main,adchimneys:main,expandedstorage:channel,geckolib3:main,elevatorid:main_channel,twilightforest:channel,waystones:network,refinedstorage:main_channel] rejected vanilla connections
[16:54:57] [Netty Client IO #6/ERROR]: Channels [structure_gel:main,blue_skies:main,sebastrnlib:sebastrnlib,hourglass:channel,sophisticatedbackpacks:channel,farmingforblockheads:network,corgilib:network,silentlib:network,enhancedcelestials:network,constructionwand:main,forge:tier_sorting,cosmeticarmorreworked:main,customportalapi:main,naturesaura:network,mekanism:mekanism,byg:network,hexerei:channel,lootr:main_network_channel,easymagic:play,crafttweaker:main,hexerei:network,moonlight:channel,merequester:network,cookingforblockheads:network,mekanismgenerators:mekanismgenerators,citadel:main_channel,luggage:channel,ad_astra:main,curios:main,botania:main,forgeendertech:main,rebornstorage:main_channel,chunkbychunk:configchannel,quark:main,tombstone:tombstone_channel,magic_mirror:channel,supplementaries:network,universalgrid:main_channel,fluxnetworks:network,sophisticatedcore:channel,patchouli:main,adchimneys:main,expandedstorage:channel,geckolib3:main,elevatorid:main_channel,twilightforest:channel,waystones:network,refinedstorage:main_channel] rejected vanilla connections
[16:54:57] [Render thread/ERROR]: Can't ping 162.43.85.60: Internal Exception: java.net.SocketException: Connection reset
[16:54:58] [Netty Client IO #9/ERROR]: Channels [structure_gel:main,blue_skies:main,sebastrnlib:sebastrnlib,hourglass:channel,sophisticatedbackpacks:channel,farmingforblockheads:network,corgilib:network,silentlib:network,enhancedcelestials:network,constructionwand:main,forge:tier_sorting,cosmeticarmorreworked:main,customportalapi:main,naturesaura:network,mekanism:mekanism,byg:network,hexerei:channel,lootr:main_network_channel,easymagic:play,crafttweaker:main,hexerei:network,moonlight:channel,merequester:network,cookingforblockheads:network,mekanismgenerators:mekanismgenerators,citadel:main_channel,luggage:channel,ad_astra:main,curios:main,botania:main,forgeendertech:main,rebornstorage:main_channel,chunkbychunk:configchannel,quark:main,tombstone:tombstone_channel,magic_mirror:channel,supplementaries:network,universalgrid:main_channel,fluxnetworks:network,sophisticatedcore:channel,patchouli:main,adchimneys:main,expandedstorage:channel,geckolib3:main,elevatorid:main_channel,twilightforest:channel,waystones:network,refinedstorage:main_channel] rejected vanilla connections
[16:54:59] [Netty Client IO #10/ERROR]: Channels [structure_gel:main,blue_skies:main,sebastrnlib:sebastrnlib,hourglass:channel,sophisticatedbackpacks:channel,farmingforblockheads:network,corgilib:network,silentlib:network,enhancedcelestials:network,constructionwand:main,forge:tier_sorting,cosmeticarmorreworked:main,customportalapi:main,naturesaura:network,mekanism:mekanism,byg:network,hexerei:channel,lootr:main_network_channel,easymagic:play,crafttweaker:main,hexerei:network,moonlight:channel,merequester:network,cookingforblockheads:network,mekanismgenerators:mekanismgenerators,citadel:main_channel,luggage:channel,ad_astra:main,curios:main,botania:main,forgeendertech:main,rebornstorage:main_channel,chunkbychunk:configchannel,quark:main,tombstone:tombstone_channel,magic_mirror:channel,supplementaries:network,universalgrid:main_channel,fluxnetworks:network,sophisticatedcore:channel,patchouli:main,adchimneys:main,expandedstorage:channel,geckolib3:main,elevatorid:main_channel,twilightforest:channel,waystones:network,refinedstorage:main_channel] rejected vanilla connections
[16:54:59] [Netty Client IO #11/ERROR]: Channels [structure_gel:main,blue_skies:main,sebastrnlib:sebastrnlib,hourglass:channel,sophisticatedbackpacks:channel,farmingforblockheads:network,corgilib:network,silentlib:network,enhancedcelestials:network,constructionwand:main,forge:tier_sorting,cosmeticarmorreworked:main,customportalapi:main,naturesaura:network,mekanism:mekanism,byg:network,hexerei:channel,lootr:main_network_channel,easymagic:play,crafttweaker:main,hexerei:network,moonlight:channel,merequester:network,cookingforblockheads:network,mekanismgenerators:mekanismgenerators,citadel:main_channel,luggage:channel,ad_astra:main,curios:main,botania:main,forgeendertech:main,rebornstorage:main_channel,chunkbychunk:configchannel,quark:main,tombstone:tombstone_channel,magic_mirror:channel,supplementaries:network,universalgrid:main_channel,fluxnetworks:network,sophisticatedcore:channel,patchouli:main,adchimneys:main,expandedstorage:channel,geckolib3:main,elevatorid:main_channel,twilightforest:channel,waystones:network,refinedstorage:main_channel] rejected vanilla connections
[16:55:00] [Render thread/ERROR]: Can't ping 162.43.85.60: Internal Exception: java.net.SocketException: Connection reset
[16:55:00] [Netty Client IO #14/ERROR]: Channels [structure_gel:main,blue_skies:main,sebastrnlib:sebastrnlib,hourglass:channel,sophisticatedbackpacks:channel,farmingforblockheads:network,corgilib:network,silentlib:network,enhancedcelestials:network,constructionwand:main,forge:tier_sorting,cosmeticarmorreworked:main,customportalapi:main,naturesaura:network,mekanism:mekanism,byg:network,hexerei:channel,lootr:main_network_channel,easymagic:play,crafttweaker:main,hexerei:network,moonlight:channel,merequester:network,cookingforblockheads:network,mekanismgenerators:mekanismgenerators,citadel:main_channel,luggage:channel,ad_astra:main,curios:main,botania:main,forgeendertech:main,rebornstorage:main_channel,chunkbychunk:configchannel,quark:main,tombstone:tombstone_channel,magic_mirror:channel,supplementaries:network,universalgrid:main_channel,fluxnetworks:network,sophisticatedcore:channel,patchouli:main,adchimneys:main,expandedstorage:channel,geckolib3:main,elevatorid:main_channel,twilightforest:channel,waystones:network,refinedstorage:main_channel] rejected vanilla connections
[16:55:01] [Netty Client IO #15/ERROR]: Channels [structure_gel:main,blue_skies:main,sebastrnlib:sebastrnlib,hourglass:channel,sophisticatedbackpacks:channel,farmingforblockheads:network,corgilib:network,silentlib:network,enhancedcelestials:network,constructionwand:main,forge:tier_sorting,cosmeticarmorreworked:main,customportalapi:main,naturesaura:network,mekanism:mekanism,byg:network,hexerei:channel,lootr:main_network_channel,easymagic:play,crafttweaker:main,hexerei:network,moonlight:channel,merequester:network,cookingforblockheads:network,mekanismgenerators:mekanismgenerators,citadel:main_channel,luggage:channel,ad_astra:main,curios:main,botania:main,forgeendertech:main,rebornstorage:main_channel,chunkbychunk:configchannel,quark:main,tombstone:tombstone_channel,magic_mirror:channel,supplementaries:network,universalgrid:main_channel,fluxnetworks:network,sophisticatedcore:channel,patchouli:main,adchimneys:main,expandedstorage:channel,geckolib3:main,elevatorid:main_channel,twilightforest:channel,waystones:network,refinedstorage:main_channel] rejected vanilla connections
[16:55:01] [Netty Client IO #16/ERROR]: Channels [structure_gel:main,blue_skies:main,sebastrnlib:sebastrnlib,hourglass:channel,sophisticatedbackpacks:channel,farmingforblockheads:network,corgilib:network,silentlib:network,enhancedcelestials:network,constructionwand:main,forge:tier_sorting,cosmeticarmorreworked:main,customportalapi:main,naturesaura:network,mekanism:mekanism,byg:network,hexerei:channel,lootr:main_network_channel,easymagic:play,crafttweaker:main,hexerei:network,moonlight:channel,merequester:network,cookingforblockheads:network,mekanismgenerators:mekanismgenerators,citadel:main_channel,luggage:channel,ad_astra:main,curios:main,botania:main,forgeendertech:main,rebornstorage:main_channel,chunkbychunk:configchannel,quark:main,tombstone:tombstone_channel,magic_mirror:channel,supplementaries:network,universalgrid:main_channel,fluxnetworks:network,sophisticatedcore:channel,patchouli:main,adchimneys:main,expandedstorage:channel,geckolib3:main,elevatorid:main_channel,twilightforest:channel,waystones:network,refinedstorage:main_channel] rejected vanilla connections
[16:55:38] [Render thread/ERROR]: Can't ping 162.43.85.60: Internal Exception: java.net.SocketException: Connection reset
[16:55:39] [Netty Client IO #19/ERROR]: Channels [structure_gel:main,blue_skies:main,sebastrnlib:sebastrnlib,hourglass:channel,sophisticatedbackpacks:channel,farmingforblockheads:network,corgilib:network,silentlib:network,enhancedcelestials:network,constructionwand:main,forge:tier_sorting,cosmeticarmorreworked:main,customportalapi:main,naturesaura:network,mekanism:mekanism,byg:network,hexerei:channel,lootr:main_network_channel,easymagic:play,crafttweaker:main,hexerei:network,moonlight:channel,merequester:network,cookingforblockheads:network,mekanismgenerators:mekanismgenerators,citadel:main_channel,luggage:channel,ad_astra:main,curios:main,botania:main,forgeendertech:main,rebornstorage:main_channel,chunkbychunk:configchannel,quark:main,tombstone:tombstone_channel,magic_mirror:channel,supplementaries:network,universalgrid:main_channel,fluxnetworks:network,sophisticatedcore:channel,patchouli:main,adchimneys:main,expandedstorage:channel,geckolib3:main,elevatorid:main_channel,twilightforest:channel,waystones:network,refinedstorage:main_channel] rejected vanilla connections
[16:55:40] [Netty Client IO #20/ERROR]: Channels [structure_gel:main,blue_skies:main,sebastrnlib:sebastrnlib,hourglass:channel,sophisticatedbackpacks:channel,farmingforblockheads:network,corgilib:network,silentlib:network,enhancedcelestials:network,constructionwand:main,forge:tier_sorting,cosmeticarmorreworked:main,customportalapi:main,naturesaura:network,mekanism:mekanism,byg:network,hexerei:channel,lootr:main_network_channel,easymagic:play,crafttweaker:main,hexerei:network,moonlight:channel,merequester:network,cookingforblockheads:network,mekanismgenerators:mekanismgenerators,citadel:main_channel,luggage:channel,ad_astra:main,curios:main,botania:main,forgeendertech:main,rebornstorage:main_channel,chunkbychunk:configchannel,quark:main,tombstone:tombstone_channel,magic_mirror:channel,supplementaries:network,universalgrid:main_channel,fluxnetworks:network,sophisticatedcore:channel,patchouli:main,adchimneys:main,expandedstorage:channel,geckolib3:main,elevatorid:main_channel,twilightforest:channel,waystones:network,refinedstorage:main_channel] rejected vanilla connections
[16:55:40] [Netty Client IO #21/ERROR]: Channels [structure_gel:main,blue_skies:main,sebastrnlib:sebastrnlib,hourglass:channel,sophisticatedbackpacks:channel,farmingforblockheads:network,corgilib:network,silentlib:network,enhancedcelestials:network,constructionwand:main,forge:tier_sorting,cosmeticarmorreworked:main,customportalapi:main,naturesaura:network,mekanism:mekanism,byg:network,hexerei:channel,lootr:main_network_channel,easymagic:play,crafttweaker:main,hexerei:network,moonlight:channel,merequester:network,cookingforblockheads:network,mekanismgenerators:mekanismgenerators,citadel:main_channel,luggage:channel,ad_astra:main,curios:main,botania:main,forgeendertech:main,rebornstorage:main_channel,chunkbychunk:configchannel,quark:main,tombstone:tombstone_channel,magic_mirror:channel,supplementaries:network,universalgrid:main_channel,fluxnetworks:network,sophisticatedcore:channel,patchouli:main,adchimneys:main,expandedstorage:channel,geckolib3:main,elevatorid:main_channel,twilightforest:channel,waystones:network,refinedstorage:main_channel] rejected vanilla connections
[16:55:40] [Netty Client IO #22/ERROR]: Channels [structure_gel:main,blue_skies:main,sebastrnlib:sebastrnlib,hourglass:channel,sophisticatedbackpacks:channel,farmingforblockheads:network,corgilib:network,silentlib:network,enhancedcelestials:network,constructionwand:main,forge:tier_sorting,cosmeticarmorreworked:main,customportalapi:main,naturesaura:network,mekanism:mekanism,byg:network,hexerei:channel,lootr:main_network_channel,easymagic:play,crafttweaker:main,hexerei:network,moonlight:channel,merequester:network,cookingforblockheads:network,mekanismgenerators:mekanismgenerators,citadel:main_channel,luggage:channel,ad_astra:main,curios:main,botania:main,forgeendertech:main,rebornstorage:main_channel,chunkbychunk:configchannel,quark:main,tombstone:tombstone_channel,magic_mirror:channel,supplementaries:network,universalgrid:main_channel,fluxnetworks:network,sophisticatedcore:channel,patchouli:main,adchimneys:main,expandedstorage:channel,geckolib3:main,elevatorid:main_channel,twilightforest:channel,waystones:network,refinedstorage:main_channel] rejected vanilla connections
[16:55:43] [Render thread/INFO]: Released client Flux Networks cache
[16:55:43] [Render thread/INFO]: Connecting to 162.43.85.60, 25565
[16:56:00] [Netty Client IO #1/ERROR]: Channels [structure_gel:main,blue_skies:main,sebastrnlib:sebastrnlib,hourglass:channel,sophisticatedbackpacks:channel,farmingforblockheads:network,corgilib:network,silentlib:network,enhancedcelestials:network,constructionwand:main,forge:tier_sorting,cosmeticarmorreworked:main,customportalapi:main,naturesaura:network,mekanism:mekanism,byg:network,hexerei:channel,lootr:main_network_channel,easymagic:play,crafttweaker:main,hexerei:network,moonlight:channel,merequester:network,cookingforblockheads:network,mekanismgenerators:mekanismgenerators,citadel:main_channel,luggage:channel,ad_astra:main,curios:main,botania:main,forgeendertech:main,rebornstorage:main_channel,chunkbychunk:configchannel,quark:main,tombstone:tombstone_channel,magic_mirror:channel,supplementaries:network,universalgrid:main_channel,fluxnetworks:network,sophisticatedcore:channel,patchouli:main,adchimneys:main,expandedstorage:channel,geckolib3:main,elevatorid:main_channel,twilightforest:channel,waystones:network,refinedstorage:main_channel] rejected vanilla connections
[16:56:01] [Netty Client IO #0/ERROR]: Channels [structure_gel:main,blue_skies:main,sebastrnlib:sebastrnlib,hourglass:channel,sophisticatedbackpacks:channel,farmingforblockheads:network,corgilib:network,silentlib:network,enhancedcelestials:network,constructionwand:main,forge:tier_sorting,cosmeticarmorreworked:main,customportalapi:main,naturesaura:network,mekanism:mekanism,byg:network,hexerei:channel,lootr:main_network_channel,easymagic:play,crafttweaker:main,hexerei:network,moonlight:channel,merequester:network,cookingforblockheads:network,mekanismgenerators:mekanismgenerators,citadel:main_channel,luggage:channel,ad_astra:main,curios:main,botania:main,forgeendertech:main,rebornstorage:main_channel,chunkbychunk:configchannel,quark:main,tombstone:tombstone_channel,magic_mirror:channel,supplementaries:network,universalgrid:main_channel,fluxnetworks:network,sophisticatedcore:channel,patchouli:main,adchimneys:main,expandedstorage:channel,geckolib3:main,elevatorid:main_channel,twilightforest:channel,waystones:network,refinedstorage:main_channel] rejected vanilla connections
[16:56:02] [Render thread/ERROR]: Can't ping 162.43.85.60: Internal Exception: java.net.SocketException: Connection reset
[16:56:02] [Netty Client IO #4/ERROR]: Channels [structure_gel:main,blue_skies:main,sebastrnlib:sebastrnlib,hourglass:channel,sophisticatedbackpacks:channel,farmingforblockheads:network,corgilib:network,silentlib:network,enhancedcelestials:network,constructionwand:main,forge:tier_sorting,cosmeticarmorreworked:main,customportalapi:main,naturesaura:network,mekanism:mekanism,byg:network,hexerei:channel,lootr:main_network_channel,easymagic:play,crafttweaker:main,hexerei:network,moonlight:channel,merequester:network,cookingforblockheads:network,mekanismgenerators:mekanismgenerators,citadel:main_channel,luggage:channel,ad_astra:main,curios:main,botania:main,forgeendertech:main,rebornstorage:main_channel,chunkbychunk:configchannel,quark:main,tombstone:tombstone_channel,magic_mirror:channel,supplementaries:network,universalgrid:main_channel,fluxnetworks:network,sophisticatedcore:channel,patchouli:main,adchimneys:main,expandedstorage:channel,geckolib3:main,elevatorid:main_channel,twilightforest:channel,waystones:network,refinedstorage:main_channel] rejected vanilla connections
[16:56:03] [Netty Client IO #5/ERROR]: Channels [structure_gel:main,blue_skies:main,sebastrnlib:sebastrnlib,hourglass:channel,sophisticatedbackpacks:channel,farmingforblockheads:network,corgilib:network,silentlib:network,enhancedcelestials:network,constructionwand:main,forge:tier_sorting,cosmeticarmorreworked:main,customportalapi:main,naturesaura:network,mekanism:mekanism,byg:network,hexerei:channel,lootr:main_network_channel,easymagic:play,crafttweaker:main,hexerei:network,moonlight:channel,merequester:network,cookingforblockheads:network,mekanismgenerators:mekanismgenerators,citadel:main_channel,luggage:channel,ad_astra:main,curios:main,botania:main,forgeendertech:main,rebornstorage:main_channel,chunkbychunk:configchannel,quark:main,tombstone:tombstone_channel,magic_mirror:channel,supplementaries:network,universalgrid:main_channel,fluxnetworks:network,sophisticatedcore:channel,patchouli:main,adchimneys:main,expandedstorage:channel,geckolib3:main,elevatorid:main_channel,twilightforest:channel,waystones:network,refinedstorage:main_channel] rejected vanilla connections
[16:56:04] [Render thread/INFO]: Released client Flux Networks cache
[16:56:04] [Render thread/INFO]: Connecting to 162.43.85.60, 25565
[16:56:07] [Netty Client IO #7/ERROR]: Channels [structure_gel:main,blue_skies:main,sebastrnlib:sebastrnlib,hourglass:channel,sophisticatedbackpacks:channel,farmingforblockheads:network,corgilib:network,silentlib:network,enhancedcelestials:network,constructionwand:main,forge:tier_sorting,cosmeticarmorreworked:main,customportalapi:main,naturesaura:network,mekanism:mekanism,byg:network,hexerei:channel,lootr:main_network_channel,easymagic:play,crafttweaker:main,hexerei:network,moonlight:channel,merequester:network,cookingforblockheads:network,mekanismgenerators:mekanismgenerators,citadel:main_channel,luggage:channel,ad_astra:main,curios:main,botania:main,forgeendertech:main,rebornstorage:main_channel,chunkbychunk:configchannel,quark:main,tombstone:tombstone_channel,magic_mirror:channel,supplementaries:network,universalgrid:main_channel,fluxnetworks:network,sophisticatedcore:channel,patchouli:main,adchimneys:main,expandedstorage:channel,geckolib3:main,elevatorid:main_channel,twilightforest:channel,waystones:network,refinedstorage:main_channel] rejected vanilla connections
[16:56:08] [Render thread/ERROR]: Can't ping 162.43.85.60: Internal Exception: java.net.SocketException: Connection reset
